ID,Population,Treatment,Timepoint,Trial,Experiment_SVL,TopVelocity,Tb
196,Astien,Hypoxia,T3,7,69.79,2.083333333,29.5
196,Astien,Hypoxia,T3,8,69.79,1.5625,29.5
196,Astien,Hypoxia,T3,9,69.79,1.5625,29.5
196,Astien,Hypoxia,T3,10,69.79,2.083333333,29.5
196,Astien,Hypoxia,T3,11,69.79,1.5625,29.5
196,Astien,Hypoxia,T3,12,69.79,1.5625,29.5
195,Aubert,Normoxia,T1,1,64.92,2.083333333,NA
195,Aubert,Normoxia,T1,2,64.92,2.083333333,NA
195,Aubert,Normoxia,T1,3,64.92,2.083333333,NA
195,Aubert,Normoxia,T1,4,64.92,1.785714286,NA
195,Aubert,Normoxia,T1,5,64.92,1.041666667,NA
195,Aubert,Normoxia,T1,6,64.92,1.25,NA
195,Aubert,Normoxia,T1,7,64.92,1.25,NA
195,Aubert,Normoxia,T1,8,64.92,1.5625,NA
195,Aubert,Normoxia,T1,9,64.92,1.041666667,NA
195,Aubert,Normoxia,T1,10,64.92,1.388888889,NA
195,Aubert,Normoxia,T1,11,64.92,1.136363636,NA
195,Aubert,Normoxia,T1,12,64.92,1.388888889,NA
195,Aubert,Normoxia,T2,1,66.5,1.5625,29.4
195,Aubert,Normoxia,T2,2,66.5,2.083333333,29.4
195,Aubert,Normoxia,T2,3,66.5,1.785714286,29.4
195,Aubert,Normoxia,T2,4,66.5,2.5,29.4
195,Aubert,Normoxia,T2,5,66.5,2.083333333,29.4
195,Aubert,Normoxia,T2,6,66.5,2.083333333,29.4
195,Aubert,Normoxia,T2,7,66.5,2.083333333,29.4
195,Aubert,Normoxia,T2,8,66.5,1.5625,29.4
195,Aubert,Normoxia,T2,9,66.5,2.083333333,29.4
195,Aubert,Normoxia,T2,10,66.5,1.5625,29.4
195,Aubert,Normoxia,T2,11,66.5,1.785714286,29.4
195,Aubert,Normoxia,T2,12,66.5,2.083333333,29.4
195,Aubert,Normoxia,T3,1,66.45,2.5,30.6
195,Aubert,Normoxia,T3,2,66.45,2.5,30.6
195,Aubert,Normoxia,T3,3,66.45,2.5,30.6
195,Aubert,Normoxia,T3,4,66.45,1.785714286,30.6
195,Aubert,Normoxia,T3,5,66.45,1.785714286,30.6
195,Aubert,Normoxia,T3,6,66.45,2.5,30.6
195,Aubert,Normoxia,T3,7,66.45,2.083333333,30.6
195,Aubert,Normoxia,T3,8,66.45,2.5,30.6
195,Aubert,Normoxia,T3,9,66.45,2.083333333,30.6
195,Aubert,Normoxia,T3,10,66.45,2.083333333,30.6
195,Aubert,Normoxia,T3,11,66.45,2.083333333,30.6
195,Aubert,Normoxia,T3,12,66.45,2.5,30.6
194,Aubert,Normoxia,T1,1,66.11,0.833333333,NA
194,Aubert,Normoxia,T1,2,66.11,0.892857143,NA
194,Aubert,Normoxia,T1,3,66.11,0.892857143,NA
194,Aubert,Normoxia,T1,4,66.11,1.388888889,NA
194,Aubert,Normoxia,T1,5,66.11,1.136363636,NA
194,Aubert,Normoxia,T1,6,66.11,0.892857143,NA
194,Aubert,Normoxia,T1,7,66.11,1.136363636,NA
194,Aubert,Normoxia,T1,8,66.11,0.961538462,NA
194,Aubert,Normoxia,T1,9,66.11,0.5,NA
194,Aubert,Normoxia,T1,10,66.11,0.462962963,NA
194,Aubert,Normoxia,T1,11,66.11,0.520833333,NA
194,Aubert,Normoxia,T1,12,66.11,0.833333333,NA
194,Aubert,Normoxia,T2,1,65.82,0.833333333,29.9
194,Aubert,Normoxia,T2,2,65.82,1.5625,29.9
194,Aubert,Normoxia,T2,3,65.82,0.892857143,29.9
194,Aubert,Normoxia,T2,4,65.82,1.388888889,29.9
194,Aubert,Normoxia,T2,5,65.82,0.961538462,29.9
194,Aubert,Normoxia,T2,6,65.82,1.388888889,29.9
194,Aubert,Normoxia,T2,7,65.82,0.694444444,29.9
194,Aubert,Normoxia,T2,8,65.82,0.78125,29.9
194,Aubert,Normoxia,T2,9,65.82,0.833333333,29.9
194,Aubert,Normoxia,T2,10,65.82,1.25,29.9
194,Aubert,Normoxia,T2,11,65.82,0.833333333,29.9
194,Aubert,Normoxia,T2,12,65.82,1.25,29.9
194,Aubert,Normoxia,T3,1,68.21,0.833333333,29.5
194,Aubert,Normoxia,T3,2,68.21,1.5625,29.5
194,Aubert,Normoxia,T3,3,68.21,1.041666667,29.5
194,Aubert,Normoxia,T3,4,68.21,1.785714286,29.5
194,Aubert,Normoxia,T3,5,68.21,1.5625,29.5
194,Aubert,Normoxia,T3,6,68.21,1.785714286,29.5
194,Aubert,Normoxia,T3,7,68.21,0.833333333,29.5
194,Aubert,Normoxia,T3,8,68.21,1.5625,29.5
194,Aubert,Normoxia,T3,9,68.21,0.961538462,29.5
194,Aubert,Normoxia,T3,10,68.21,1.785714286,29.5
194,Aubert,Normoxia,T3,11,68.21,0.961538462,29.5
194,Aubert,Normoxia,T3,12,68.21,1.5625,29.5
193,Aubert,Normoxia,T1,1,60.94,2.5,NA
193,Aubert,Normoxia,T1,2,60.94,1.785714286,NA
193,Aubert,Normoxia,T1,3,60.94,2.083333333,NA
193,Aubert,Normoxia,T1,4,60.94,1.785714286,NA
193,Aubert,Normoxia,T1,5,60.94,1.388888889,NA
193,Aubert,Normoxia,T1,6,60.94,1.785714286,NA
193,Aubert,Normoxia,T1,7,60.94,1.25,NA
193,Aubert,Normoxia,T1,8,60.94,1.388888889,NA
193,Aubert,Normoxia,T1,9,60.94,1.388888889,NA
193,Aubert,Normoxia,T1,10,60.94,1.388888889,NA
193,Aubert,Normoxia,T1,11,60.94,1.041666667,NA
193,Aubert,Normoxia,T1,12,60.94,1.25,NA
193,Aubert,Normoxia,T2,1,59.36,1.785714286,29.8
193,Aubert,Normoxia,T2,2,59.36,2.083333333,29.8
193,Aubert,Normoxia,T2,3,59.36,2.083333333,29.8
193,Aubert,Normoxia,T2,4,59.36,2.083333333,29.8
193,Aubert,Normoxia,T2,5,59.36,2.083333333,29.8
193,Aubert,Normoxia,T2,6,59.36,1.785714286,29.8
193,Aubert,Normoxia,T2,7,59.36,1.785714286,29.8
193,Aubert,Normoxia,T2,8,59.36,1.785714286,29.8
193,Aubert,Normoxia,T2,9,59.36,2.083333333,29.8
193,Aubert,Normoxia,T2,10,59.36,1.785714286,29.8
193,Aubert,Normoxia,T2,11,59.36,2.083333333,29.8
193,Aubert,Normoxia,T2,12,59.36,2.083333333,29.8
193,Aubert,Normoxia,T3,1,62.31,1.5625,29.5
193,Aubert,Normoxia,T3,2,62.31,1.5625,29.5
193,Aubert,Normoxia,T3,3,62.31,1.785714286,29.5
193,Aubert,Normoxia,T3,4,62.31,1.5625,29.5
193,Aubert,Normoxia,T3,5,62.31,1.785714286,29.5
193,Aubert,Normoxia,T3,6,62.31,1.5625,29.5
193,Aubert,Normoxia,T3,7,62.31,1.5625,29.5
193,Aubert,Normoxia,T3,8,62.31,1.785714286,29.5
193,Aubert,Normoxia,T3,9,62.31,1.785714286,29.5
193,Aubert,Normoxia,T3,10,62.31,1.5625,29.5
193,Aubert,Normoxia,T3,11,62.31,1.5625,29.5
193,Aubert,Normoxia,T3,12,62.31,1.785714286,29.5
192,Aubert,Normoxia,T1,1,55.04,1.388888889,NA
192,Aubert,Normoxia,T1,2,55.04,1.5625,NA
192,Aubert,Normoxia,T1,3,55.04,1.785714286,NA
192,Aubert,Normoxia,T1,4,55.04,1.388888889,NA
192,Aubert,Normoxia,T1,5,55.04,1.785714286,NA
192,Aubert,Normoxia,T1,6,55.04,1.388888889,NA
192,Aubert,Normoxia,T1,7,55.04,1.388888889,NA
192,Aubert,Normoxia,T1,8,55.04,0.694444444,NA
192,Aubert,Normoxia,T1,9,55.04,0.568181818,NA
192,Aubert,Normoxia,T1,10,55.04,0.694444444,NA
192,Aubert,Normoxia,T1,11,55.04,0.657894737,NA
192,Aubert,Normoxia,T1,12,55.04,1.136363636,NA
192,Aubert,Normoxia,T2,1,55.3,1.785714286,30
192,Aubert,Normoxia,T2,2,55.3,1.5625,30
192,Aubert,Normoxia,T2,3,55.3,1.388888889,30
192,Aubert,Normoxia,T2,4,55.3,1.25,30
192,Aubert,Normoxia,T2,5,55.3,1.5625,30
192,Aubert,Normoxia,T2,6,55.3,1.5625,30
192,Aubert,Normoxia,T2,7,55.3,0.833333333,30
192,Aubert,Normoxia,T2,8,55.3,1.25,30
192,Aubert,Normoxia,T2,9,55.3,1.136363636,30
192,Aubert,Normoxia,T2,10,55.3,1.136363636,30
192,Aubert,Normoxia,T2,11,55.3,1.388888889,30
192,Aubert,Normoxia,T2,12,55.3,1.25,30
192,Aubert,Normoxia,T3,1,57.15,0.961538462,29
192,Aubert,Normoxia,T3,2,57.15,1.5625,29
192,Aubert,Normoxia,T3,3,57.15,1.5625,29
192,Aubert,Normoxia,T3,4,57.15,1.5625,29
192,Aubert,Normoxia,T3,5,57.15,1.5625,29
192,Aubert,Normoxia,T3,6,57.15,1.785714286,29
192,Aubert,Normoxia,T3,7,57.15,1.25,29
192,Aubert,Normoxia,T3,8,57.15,1.041666667,29
192,Aubert,Normoxia,T3,9,57.15,1.25,29
192,Aubert,Normoxia,T3,10,57.15,1.25,29
192,Aubert,Normoxia,T3,11,57.15,1.388888889,29
192,Aubert,Normoxia,T3,12,57.15,1.25,29
191,Aubert,Normoxia,T1,1,67.05,2.083333333,NA
191,Aubert,Normoxia,T1,2,67.05,2.083333333,NA
191,Aubert,Normoxia,T1,3,67.05,1.785714286,NA
191,Aubert,Normoxia,T1,4,67.05,1.136363636,NA
191,Aubert,Normoxia,T1,5,67.05,0.543478261,NA
191,Aubert,Normoxia,T1,6,67.05,0.961538462,NA
191,Aubert,Normoxia,T1,7,67.05,0.431034483,NA
191,Aubert,Normoxia,T1,8,67.05,0.568181818,NA
191,Aubert,Normoxia,T1,9,67.05,0.328947368,NA
191,Aubert,Normoxia,T1,10,67.05,0.694444444,NA
191,Aubert,Normoxia,T1,11,67.05,1.041666667,NA
191,Aubert,Normoxia,T1,12,67.05,0.3125,NA
191,Aubert,Normoxia,T2,1,64.52,2.083333333,29.2
191,Aubert,Normoxia,T2,2,64.52,1.5625,29.2
191,Aubert,Normoxia,T2,3,64.52,2.083333333,29.2
191,Aubert,Normoxia,T2,4,64.52,1.5625,29.2
191,Aubert,Normoxia,T2,5,64.52,1.388888889,29.2
191,Aubert,Normoxia,T2,6,64.52,1.5625,29.2
191,Aubert,Normoxia,T2,7,64.52,1.25,29.2
191,Aubert,Normoxia,T2,8,64.52,1.25,29.2
191,Aubert,Normoxia,T2,9,64.52,1.136363636,29.2
191,Aubert,Normoxia,T2,10,64.52,1.25,29.2
191,Aubert,Normoxia,T2,11,64.52,1.388888889,29.2
191,Aubert,Normoxia,T2,12,64.52,1.25,29.2
191,Aubert,Normoxia,T3,1,69.62,2.5,29.4
191,Aubert,Normoxia,T3,2,69.62,2.083333333,29.4
191,Aubert,Normoxia,T3,3,69.62,1.785714286,29.4
191,Aubert,Normoxia,T3,4,69.62,1.5625,29.4
191,Aubert,Normoxia,T3,5,69.62,1.5625,29.4
191,Aubert,Normoxia,T3,6,69.62,1.25,29.4
191,Aubert,Normoxia,T3,7,69.62,1.136363636,29.4
191,Aubert,Normoxia,T3,8,69.62,1.136363636,29.4
191,Aubert,Normoxia,T3,9,69.62,1.25,29.4
191,Aubert,Normoxia,T3,10,69.62,1.136363636,29.4
191,Aubert,Normoxia,T3,11,69.62,1.25,29.4
191,Aubert,Normoxia,T3,12,69.62,1.25,29.4
190,Aubert,Hypoxia,T1,1,66.04,1.5625,30
190,Aubert,Hypoxia,T1,2,66.04,2.5,30
190,Aubert,Hypoxia,T1,3,66.04,2.083333333,30
190,Aubert,Hypoxia,T1,4,66.04,2.5,30
190,Aubert,Hypoxia,T1,5,66.04,1.388888889,30
190,Aubert,Hypoxia,T1,6,66.04,2.5,30
190,Aubert,Hypoxia,T1,7,66.04,2.083333333,30
190,Aubert,Hypoxia,T1,8,66.04,1.785714286,30
190,Aubert,Hypoxia,T1,9,66.04,1.785714286,30
190,Aubert,Hypoxia,T1,10,66.04,1.785714286,30
190,Aubert,Hypoxia,T1,11,66.04,1.388888889,30
190,Aubert,Hypoxia,T1,12,66.04,1.5625,30
190,Aubert,Hypoxia,T2,1,68.68,1.785714286,29.2
190,Aubert,Hypoxia,T2,2,68.68,2.083333333,29.2
190,Aubert,Hypoxia,T2,3,68.68,1.785714286,29.2
190,Aubert,Hypoxia,T2,4,68.68,1.785714286,29.2
190,Aubert,Hypoxia,T2,5,68.68,1.785714286,29.2
190,Aubert,Hypoxia,T2,6,68.68,2.083333333,29.2
190,Aubert,Hypoxia,T2,7,68.68,1.5625,29.2
190,Aubert,Hypoxia,T2,8,68.68,2.083333333,29.2
190,Aubert,Hypoxia,T2,9,68.68,2.083333333,29.2
190,Aubert,Hypoxia,T2,10,68.68,1.785714286,29.2
190,Aubert,Hypoxia,T2,11,68.68,1.5625,29.2
190,Aubert,Hypoxia,T2,12,68.68,1.785714286,29.2
190,Aubert,Hypoxia,T3,1,67.12,1.388888889,29.2
190,Aubert,Hypoxia,T3,2,67.12,2.5,29.2
190,Aubert,Hypoxia,T3,3,67.12,2.5,29.2
190,Aubert,Hypoxia,T3,4,67.12,2.083333333,29.2
190,Aubert,Hypoxia,T3,5,67.12,1.785714286,29.2
190,Aubert,Hypoxia,T3,6,67.12,1.785714286,29.2
190,Aubert,Hypoxia,T3,7,67.12,1.785714286,29.2
190,Aubert,Hypoxia,T3,8,67.12,1.785714286,29.2
190,Aubert,Hypoxia,T3,9,67.12,1.785714286,29.2
190,Aubert,Hypoxia,T3,10,67.12,1.785714286,29.2
190,Aubert,Hypoxia,T3,11,67.12,1.5625,29.2
190,Aubert,Hypoxia,T3,12,67.12,1.785714286,29.2
189,Aubert,Normoxia,T1,1,60.36,1.5625,NA
189,Aubert,Normoxia,T1,2,60.36,2.083333333,NA
189,Aubert,Normoxia,T1,3,60.36,1.5625,NA
189,Aubert,Normoxia,T1,4,60.36,1.5625,NA
189,Aubert,Normoxia,T1,5,60.36,0.892857143,NA
189,Aubert,Normoxia,T1,6,60.36,1.25,NA
189,Aubert,Normoxia,T1,7,60.36,0.961538462,NA
189,Aubert,Normoxia,T1,8,60.36,1.25,NA
189,Aubert,Normoxia,T1,9,60.36,1.041666667,NA
189,Aubert,Normoxia,T1,10,60.36,1.25,NA
189,Aubert,Normoxia,T1,11,60.36,0.961538462,NA
189,Aubert,Normoxia,T1,12,60.36,1.25,NA
189,Aubert,Normoxia,T2,1,59.77,2.083333333,29.8
189,Aubert,Normoxia,T2,2,59.77,1.785714286,29.8
189,Aubert,Normoxia,T2,3,59.77,1.785714286,29.8
189,Aubert,Normoxia,T2,4,59.77,1.5625,29.8
189,Aubert,Normoxia,T2,5,59.77,1.388888889,29.8
189,Aubert,Normoxia,T2,6,59.77,1.5625,29.8
189,Aubert,Normoxia,T2,7,59.77,1.388888889,29.8
189,Aubert,Normoxia,T2,8,59.77,1.136363636,29.8
189,Aubert,Normoxia,T2,9,59.77,1.136363636,29.8
189,Aubert,Normoxia,T2,10,59.77,1.388888889,29.8
189,Aubert,Normoxia,T2,11,59.77,1.25,29.8
189,Aubert,Normoxia,T2,12,59.77,1.25,29.8
189,Aubert,Normoxia,T3,1,61.45,2.5,30.2
189,Aubert,Normoxia,T3,2,61.45,2.5,30.2
189,Aubert,Normoxia,T3,3,61.45,1.785714286,30.2
189,Aubert,Normoxia,T3,4,61.45,2.083333333,30.2
189,Aubert,Normoxia,T3,5,61.45,1.785714286,30.2
189,Aubert,Normoxia,T3,6,61.45,1.5625,30.2
189,Aubert,Normoxia,T3,7,61.45,1.25,30.2
189,Aubert,Normoxia,T3,8,61.45,1.5625,30.2
189,Aubert,Normoxia,T3,9,61.45,1.041666667,30.2
189,Aubert,Normoxia,T3,10,61.45,1.136363636,30.2
189,Aubert,Normoxia,T3,11,61.45,1.25,30.2
189,Aubert,Normoxia,T3,12,61.45,1.25,30.2
184,Lambege,Normoxia,T1,1,62.61,1.5625,NA
184,Lambege,Normoxia,T1,2,62.61,1.785714286,NA
184,Lambege,Normoxia,T1,3,62.61,0.961538462,NA
184,Lambege,Normoxia,T1,4,62.61,1.136363636,NA
184,Lambege,Normoxia,T1,5,62.61,1.136363636,NA
184,Lambege,Normoxia,T1,6,62.61,1.136363636,NA
184,Lambege,Normoxia,T1,7,62.61,1.388888889,NA
184,Lambege,Normoxia,T1,8,62.61,1.25,NA
184,Lambege,Normoxia,T1,9,62.61,1.388888889,NA
184,Lambege,Normoxia,T1,10,62.61,0.595238095,NA
184,Lambege,Normoxia,T1,11,62.61,0.961538462,NA
184,Lambege,Normoxia,T1,12,62.61,0.892857143,NA
184,Lambege,Normoxia,T2,1,65.66,1.388888889,30.2
184,Lambege,Normoxia,T2,2,65.66,2.083333333,30.2
184,Lambege,Normoxia,T2,3,65.66,1.785714286,30.2
184,Lambege,Normoxia,T2,4,65.66,1.785714286,30.2
184,Lambege,Normoxia,T2,5,65.66,2.083333333,30.2
184,Lambege,Normoxia,T2,6,65.66,2.083333333,30.2
184,Lambege,Normoxia,T2,7,65.66,1.5625,30.2
184,Lambege,Normoxia,T2,8,65.66,1.388888889,30.2
184,Lambege,Normoxia,T2,9,65.66,1.785714286,30.2
184,Lambege,Normoxia,T2,10,65.66,1.25,30.2
184,Lambege,Normoxia,T2,11,65.66,2.083333333,30.2
184,Lambege,Normoxia,T2,12,65.66,1.785714286,30.2
184,Lambege,Normoxia,T3,1,64.94,1.785714286,30.4
184,Lambege,Normoxia,T3,2,64.94,2.083333333,30.4
184,Lambege,Normoxia,T3,3,64.94,1.5625,30.4
184,Lambege,Normoxia,T3,4,64.94,2.5,30.4
184,Lambege,Normoxia,T3,5,64.94,1.5625,30.4
184,Lambege,Normoxia,T3,6,64.94,1.388888889,30.4
184,Lambege,Normoxia,T3,7,64.94,1.5625,30.4
184,Lambege,Normoxia,T3,8,64.94,1.5625,30.4
184,Lambege,Normoxia,T3,9,64.94,1.5625,30.4
184,Lambege,Normoxia,T3,10,64.94,1.785714286,30.4
184,Lambege,Normoxia,T3,11,64.94,1.25,30.4
184,Lambege,Normoxia,T3,12,64.94,1.388888889,30.4
182,Lambege,Normoxia,T2,1,67.49,0.78125,30
182,Lambege,Normoxia,T2,2,67.49,1.785714286,30
182,Lambege,Normoxia,T2,3,67.49,1.785714286,30
182,Lambege,Normoxia,T2,4,67.49,0.961538462,30
182,Lambege,Normoxia,T2,5,67.49,1.136363636,30
182,Lambege,Normoxia,T2,6,67.49,2.083333333,30
182,Lambege,Normoxia,T2,7,67.49,1.785714286,30
182,Lambege,Normoxia,T2,8,67.49,2.083333333,30
182,Lambege,Normoxia,T2,9,67.49,0.961538462,30
182,Lambege,Normoxia,T2,10,67.49,1.5625,30
182,Lambege,Normoxia,T2,11,67.49,0.694444444,30
182,Lambege,Normoxia,T2,12,67.49,1.785714286,30
182,Lambege,Normoxia,T3,1,67.84,1.785714286,30
182,Lambege,Normoxia,T3,2,67.84,1.785714286,30
182,Lambege,Normoxia,T3,3,67.84,0.961538462,30
182,Lambege,Normoxia,T3,4,67.84,1.5625,30
182,Lambege,Normoxia,T3,5,67.84,1.5625,30
182,Lambege,Normoxia,T3,6,67.84,1.5625,30
182,Lambege,Normoxia,T3,7,67.84,0.625,30
182,Lambege,Normoxia,T3,8,67.84,0.833333333,30
182,Lambege,Normoxia,T3,9,67.84,1.5625,30
182,Lambege,Normoxia,T3,10,67.84,2.083333333,30
182,Lambege,Normoxia,T3,11,67.84,2.083333333,30
182,Lambege,Normoxia,T3,12,67.84,2.083333333,30
181,Lambege,Normoxia,T1,1,53.87,2.083333333,NA
181,Lambege,Normoxia,T1,2,53.87,1.388888889,NA
181,Lambege,Normoxia,T1,3,53.87,1.5625,NA
181,Lambege,Normoxia,T1,4,53.87,1.041666667,NA
181,Lambege,Normoxia,T1,5,53.87,0.961538462,NA
181,Lambege,Normoxia,T1,6,53.87,0.892857143,NA
181,Lambege,Normoxia,T1,7,53.87,1.136363636,NA
181,Lambege,Normoxia,T1,8,53.87,0.961538462,NA
181,Lambege,Normoxia,T1,9,53.87,0.735294118,NA
181,Lambege,Normoxia,T1,10,53.87,1.041666667,NA
181,Lambege,Normoxia,T1,11,53.87,0.961538462,NA
181,Lambege,Normoxia,T1,12,53.87,0.833333333,NA
181,Lambege,Normoxia,T2,1,52.61,2.083333333,29.6
181,Lambege,Normoxia,T2,2,52.61,2.083333333,29.6
181,Lambege,Normoxia,T2,3,52.61,1.785714286,29.6
181,Lambege,Normoxia,T2,4,52.61,1.5625,29.6
181,Lambege,Normoxia,T2,5,52.61,1.388888889,29.6
181,Lambege,Normoxia,T2,6,52.61,1.5625,29.6
181,Lambege,Normoxia,T2,7,52.61,1.785714286,29.6
181,Lambege,Normoxia,T2,8,52.61,1.785714286,29.6
181,Lambege,Normoxia,T2,9,52.61,1.5625,29.6
181,Lambege,Normoxia,T2,10,52.61,1.5625,29.6
181,Lambege,Normoxia,T2,11,52.61,1.388888889,29.6
181,Lambege,Normoxia,T2,12,52.61,1.388888889,29.6
181,Lambege,Normoxia,T3,1,54.91,2.083333333,29
181,Lambege,Normoxia,T3,2,54.91,1.785714286,29
181,Lambege,Normoxia,T3,3,54.91,1.5625,29
181,Lambege,Normoxia,T3,4,54.91,1.388888889,29
181,Lambege,Normoxia,T3,5,54.91,1.785714286,29
181,Lambege,Normoxia,T3,6,54.91,2.083333333,29
181,Lambege,Normoxia,T3,7,54.91,1.5625,29
181,Lambege,Normoxia,T3,8,54.91,1.25,29
181,Lambege,Normoxia,T3,9,54.91,1.388888889,29
181,Lambege,Normoxia,T3,10,54.91,1.25,29
181,Lambege,Normoxia,T3,11,54.91,1.25,29
181,Lambege,Normoxia,T3,12,54.91,1.25,29
180,Lambege,Normoxia,T1,1,58.28,1.785714286,NA
180,Lambege,Normoxia,T1,2,58.28,2.083333333,NA
180,Lambege,Normoxia,T1,3,58.28,1.785714286,NA
180,Lambege,Normoxia,T1,4,58.28,1.785714286,NA
180,Lambege,Normoxia,T1,5,58.28,1.5625,NA
180,Lambege,Normoxia,T1,6,58.28,1.785714286,NA
180,Lambege,Normoxia,T1,7,58.28,1.5625,NA
180,Lambege,Normoxia,T1,8,58.28,1.5625,NA
180,Lambege,Normoxia,T1,9,58.28,1.785714286,NA
180,Lambege,Normoxia,T1,10,58.28,1.785714286,NA
180,Lambege,Normoxia,T1,11,58.28,2.083333333,NA
180,Lambege,Normoxia,T1,12,58.28,1.5625,NA
180,Lambege,Normoxia,T2,1,57.47,1.785714286,30.2
180,Lambege,Normoxia,T2,2,57.47,1.785714286,30.2
180,Lambege,Normoxia,T2,3,57.47,1.5625,30.2
180,Lambege,Normoxia,T2,4,57.47,1.785714286,30.2
180,Lambege,Normoxia,T2,5,57.47,1.785714286,30.2
180,Lambege,Normoxia,T2,6,57.47,1.25,30.2
180,Lambege,Normoxia,T2,7,57.47,1.785714286,30.2
180,Lambege,Normoxia,T2,8,57.47,1.5625,30.2
180,Lambege,Normoxia,T2,9,57.47,1.785714286,30.2
180,Lambege,Normoxia,T2,10,57.47,1.388888889,30.2
180,Lambege,Normoxia,T2,11,57.47,1.785714286,30.2
180,Lambege,Normoxia,T2,12,57.47,2.083333333,30.2
180,Lambege,Normoxia,T3,1,58.38,2.083333333,29
180,Lambege,Normoxia,T3,2,58.38,1.785714286,29
180,Lambege,Normoxia,T3,3,58.38,1.785714286,29
180,Lambege,Normoxia,T3,4,58.38,1.785714286,29
180,Lambege,Normoxia,T3,5,58.38,1.785714286,29
180,Lambege,Normoxia,T3,6,58.38,1.388888889,29
180,Lambege,Normoxia,T3,7,58.38,1.136363636,29
180,Lambege,Normoxia,T3,8,58.38,1.785714286,29
180,Lambege,Normoxia,T3,9,58.38,1.785714286,29
180,Lambege,Normoxia,T3,10,58.38,1.388888889,29
180,Lambege,Normoxia,T3,11,58.38,1.5625,29
180,Lambege,Normoxia,T3,12,58.38,1.5625,29
179,Astien,Normoxia,T1,1,61,0.520833333,NA
179,Astien,Normoxia,T1,2,61,1.5625,NA
179,Astien,Normoxia,T1,3,61,1.136363636,NA
179,Astien,Normoxia,T1,4,61,1.388888889,NA
179,Astien,Normoxia,T1,5,61,1.041666667,NA
179,Astien,Normoxia,T1,6,61,1.041666667,NA
179,Astien,Normoxia,T1,7,61,1.041666667,NA
179,Astien,Normoxia,T1,8,61,0.657894737,NA
179,Astien,Normoxia,T1,9,61,0.568181818,NA
179,Astien,Normoxia,T1,10,61,0.462962963,NA
179,Astien,Normoxia,T1,11,61,0.892857143,NA
179,Astien,Normoxia,T1,12,61,1.136363636,NA
179,Astien,Normoxia,T2,1,61.19,1.136363636,30
179,Astien,Normoxia,T2,2,61.19,1.5625,30
179,Astien,Normoxia,T2,3,61.19,1.388888889,30
179,Astien,Normoxia,T2,4,61.19,1.785714286,30
179,Astien,Normoxia,T2,5,61.19,1.25,30
179,Astien,Normoxia,T2,6,61.19,0.892857143,30
179,Astien,Normoxia,T2,7,61.19,1.388888889,30
179,Astien,Normoxia,T2,8,61.19,0.833333333,30
179,Astien,Normoxia,T2,9,61.19,1.5625,30
179,Astien,Normoxia,T2,10,61.19,1.136363636,30
179,Astien,Normoxia,T2,11,61.19,1.785714286,30
179,Astien,Normoxia,T2,12,61.19,1.785714286,30
179,Astien,Normoxia,T3,1,62.3,1.5625,29.8
179,Astien,Normoxia,T3,2,62.3,1.785714286,29.8
179,Astien,Normoxia,T3,3,62.3,1.25,29.8
179,Astien,Normoxia,T3,4,62.3,1.785714286,29.8
179,Astien,Normoxia,T3,5,62.3,0.892857143,29.8
179,Astien,Normoxia,T3,6,62.3,1.388888889,29.8
179,Astien,Normoxia,T3,7,62.3,1.25,29.8
179,Astien,Normoxia,T3,8,62.3,1.25,29.8
179,Astien,Normoxia,T3,9,62.3,0.595238095,29.8
179,Astien,Normoxia,T3,10,62.3,1.388888889,29.8
179,Astien,Normoxia,T3,11,62.3,1.388888889,29.8
179,Astien,Normoxia,T3,12,62.3,1.5625,29.8
178,Aubert,Hypoxia,T1,1,64.29,0.403225806,NA
178,Aubert,Hypoxia,T1,2,64.29,1.25,NA
178,Aubert,Hypoxia,T1,3,64.29,1.5625,NA
178,Aubert,Hypoxia,T1,4,64.29,1.5625,NA
178,Aubert,Hypoxia,T1,5,64.29,1.388888889,NA
178,Aubert,Hypoxia,T1,6,64.29,0.961538462,NA
178,Aubert,Hypoxia,T1,7,64.29,0.694444444,NA
178,Aubert,Hypoxia,T1,8,64.29,1.136363636,NA
178,Aubert,Hypoxia,T1,9,64.29,1.5625,NA
178,Aubert,Hypoxia,T1,10,64.29,1.041666667,NA
178,Aubert,Hypoxia,T1,11,64.29,0.595238095,NA
178,Aubert,Hypoxia,T1,12,64.29,0.657894737,NA
178,Aubert,Hypoxia,T2,1,64.7,1.785714286,29.4
178,Aubert,Hypoxia,T2,2,64.7,0.892857143,29.4
178,Aubert,Hypoxia,T2,3,64.7,1.5625,29.4
178,Aubert,Hypoxia,T2,4,64.7,0.961538462,29.4
178,Aubert,Hypoxia,T2,5,64.7,1.388888889,29.4
178,Aubert,Hypoxia,T2,6,64.7,1.5625,29.4
178,Aubert,Hypoxia,T2,7,64.7,1.5625,29.4
178,Aubert,Hypoxia,T2,8,64.7,0.735294118,29.4
178,Aubert,Hypoxia,T2,9,64.7,1.5625,29.4
178,Aubert,Hypoxia,T2,10,64.7,1.5625,29.4
178,Aubert,Hypoxia,T2,11,64.7,1.388888889,29.4
178,Aubert,Hypoxia,T2,12,64.7,1.388888889,29.4
178,Aubert,Hypoxia,T3,1,65.32,0.520833333,29.6
178,Aubert,Hypoxia,T3,2,65.32,1.25,29.6
